"income","happiness"
6701.06202559546,7.66324742777603
19718.5613337904,10
12551.8688797019,8.74542223093784
18771.3561474346,8.3573875605965
9544.04096556827,7.72549320569322
8373.91882790253,8.371109718183
13320.9143544547,9.57919737416527
3385.99369013682,6.61894719735911
11628.1943410635,8.88273243894292
5079.03012614697,6.08378845374072
19262.2351541184,10
12186.7682291195,9.55121332110941
10494.5826540701,8.29457979899627
8290.43750716373,9.20734011873003
17652.8322081082,8.05548286103695
7536.20054982603,7.35025478839046
6049.48990158737,7.55578077542172
3744.64660808444,6.50826841260345
3774.56622906029,5.74725844965143
9848.03506825119,9.22298890864338
5358.1125988625,6.85162587279018
4638.59387645498,6.16952507681662
13617.7772063762,9.04259489540321
1334.20709753409,5.01821258191485
14136.7205144837,8.7159713917835
7297.01731372625,7.44844995858701
8415.3023594059,8.07044123788306
16490.6459495425,8.90724400725351
18409.6040237695,9.54748850750265
5937.55527008325,7.59247219344002
19237.6539566554,10
14676.5307940543,9.63943944665506
13852.9516072944,8.75355719746722
1435.7412783429,4.43865651176985
8146.3146389462,8.46410923241541
9765.76944505796,8.8470162965017
11380.9639682062,8.89508032517153
14085.9272593632,9.07444114384355
18347.3973530345,8.61161632969028
12519.684056472,9.57416469566062
8797.06157157198,8.2348238211625
11024.7751974501,8.61961969082816
1546.17837630212,4.58733207060234
5512.79439833015,6.9561430669356
8184.17828483507,7.71414945565992
4275.79683894292,6.5670838904721
16705.780231487,8.62672639794867
3396.58956732601,7.20871905405051
16147.003423702,9.36824014432475
11117.792668473,8.86637820044242
13381.4257834107,9.27550365009723
3765.29048010707,7.08218508706439
12807.8850525431,8.39075136895052
6512.64703674242,7.00752083016115
14601.2651896104,9.27240726170949
8219.22056339681,7.7994065170433
19399.3856582791,10
19361.0080640763,9.04235246488983
14643.3697647415,8.39481384073554
5441.44823048264,7.53307699139874
4747.04351928085,7.32020048076478
12023.6947729252,9.09900987451009
5643.42006985098,7.38439011319889
10808.9798177592,8.79578130128114
15791.7167572305,8.70283121443572
3693.99188654497,6.76203887316975
8326.22394794598,7.48373035365987
9642.89504159242,8.04758872755314
17414.8934149183,8.36809352960023
18543.8759345561,9.10977048660538
17686.7601622827,9.87919306631076
13614.0621133149,9.33901036519357
19023.2727950439,9.64340892564143
10522.319927346,7.95253886759073
11699.7728174552,9.36239069916609
6992.0916358009,6.86017840419398
7207.5627756305,7.74347249348064
792.47629083693,3.06222175026054
10255.1356944256,7.88603386304863
17472.4509074353,9.61417800274022
523.495365399867,2.06058811695519
1812.31963029131,5.05615813688579
3618.54000994936,6.62959820528317
15498.5478557646,9.56654326490096
14809.612393938,9.39151315991959
19448.7624592148,10
9542.85858599469,7.82292572536141
1857.93646089733,5.85999967061956
13116.8352366425,8.71489429395541
15268.4261223301,8.9029063769599
3087.27918770164,6.43494556845537
8173.05805459619,8.09270821202205
4809.71245234832,7.32566851578455
1535.98778638989,4.53937472509215
8159.49669079855,8.44802351862005
1672.59467961267,4.9148247095627
4827.37408522516,7.08669509681615
1470.73053838685,4.61828259666311
13537.5279753469,9.69398803370073
6235.73893932626,6.76057074519526
2374.14301317185,4.74990472916293
1809.3203054741,5.11463240931695
17656.6351481713,10
15183.2490806468,9.31237355508168
16405.4753971286,9.1933375149081
19649.95132396,8.92431469068213
2430.55304130539,6.14139630324048
2341.21985528618,5.77406654520986
16057.0995789953,9.45363316931667
15777.6752240025,9.7442521495424
584.82613991946,2.34616016045542
15669.6913026273,9.45801025201695
14696.0567776114,8.70780837399193
12750.5843151361,9.49444316494014
9825.852267351,7.41115938640021
3470.08228693157,6.30868470448271
561.024188715965,2.57252271525302
9268.18452682346,7.79223179297057
10048.9492434077,8.2437595125085
8035.90738615021,7.74403110495094
9507.45246112347,7.83095320828226
14380.2684140392,8.31109447098688
1483.91775609925,5.51289135876498
7353.7487112917,7.05087160397788
16135.1205491461,9.30117348011655
16779.8932056874,9.40960802006089
5059.88833745942,6.53506104589183
7338.12761139125,7.90622737763531
17194.9542351067,8.92631555619569
17133.7621265091,9.48756011428529
6199.55092594028,6.63920235607711
3282.14716175571,5.90227559159918
14198.2444018126,9.32235976847737
2434.61108906195,4.38348410411846
1061.06435079128,3.84895881121861
19988.3287477307,10
1083.54616006836,4.15516505510607
7032.46916169301,8.08252571908857
18335.2497281507,9.13894577549106
12497.8112847544,8.79955314785761
